"employee_id","department_name","gender","job_title"
2344,ASSEMBLY,male,
2345,SURFACE TREATMENT,male,
2346,SURFACE TREATMENT,male,
2347,QUALITY,male,
2348,ASSEMBLY,female,
2349,ASSEMBLY,female,
2350,ASSEMBLY,male,
2351,ASSEMBLY,female,
2352,ASSEMBLY,male,
2353,ASSEMBLY,male,
2354,ASSEMBLY,male,
2355,ASSEMBLY,male,
2356,ASSEMBLY,male,
2357,ASSEMBLY,male,
2358,ASSEMBLY,male,
2359,ASSEMBLY,male,
2361,ASSEMBLY,male,
2362,ASSEMBLY,male,
2363,ASSEMBLY,male,
2364,ASSEMBLY,male,
2365,ASSEMBLY,male,
2931,,male,
2933,,female,
2934,,male,
2935,,male,
2936,,male,
2937,,male,
2938,,male,
2939,,male,
2940,,male,
2941,,male,
2942,,male,
2943,,male,
2944,,male,
2945,,male,
2946,,male,
47178,,,
3540,ASSEMBLY,male,
3539,ASSEMBLY,female,
3541,ASSEMBLY,female,
47179,,,
47180,,,
47181,,,
47182,,,
47183,,,
47184,,,
47245,,,
47185,,,
47186,,,
47187,,,
47188,,,
47189,,,
47190,,,
47192,,,
47195,,,
47196,,,
47194,,,
47193,,,
47197,,,
47198,,,
47200,,,
47201,,,
47202,,,
47203,,,
47205,,,
47206,,,
47207,,,
47208,,,
47209,,,
47210,,,
47211,,,
47213,,,
47214,,,
47215,,,
47216,,,
47217,,,
47219,,,
47220,,,
47221,,,
47223,,,
47212,,,
47226,,,
47227,,,
47228,,,
47230,,,
47231,,,
47233,,,
47236,,,
47239,,,
47241,,,
47242,,,
47243,,,
47244,,,
47246,,,
47247,,,
47249,,,
47250,,,
47252,,,
47253,,,
47229,,,
47232,,,
47235,,,
47254,,,
47255,,,
47257,,,
47258,,,
47259,,,
627,ASSEMBLY,male,HOUSEKEEPER
47262,,,
47263,,,
47264,,,
47265,,,
47266,,,
47267,,,
47269,,,
47270,,,
47271,,,
47272,,,
47273,,,
47274,,,
47276,,,
47277,,,
47278,,,
47279,,,
47281,,,
47282,,,
47256,,,
47260,,,
47283,,,
47284,,,
47285,,,
47286,,,
47287,,,
47288,,,
47289,,,
47290,,,
47291,,,
47292,,,
47293,,,
47294,,,
47295,,,
47296,,,
47297,,,
47298,,,
47299,,,
47300,,,
47301,,,
47302,,,
47304,,,
47307,,,
47308,,,
47303,,,
47310,,,
47334,,,
47335,,,
47337,,,
47338,,,
47332,,,
47312,,,
47318,,,
47319,,,
47321,,,
47324,,,
51750,,,
47325,,,
47326,,,
47329,,,
47333,,,
47336,,,
47341,,,
47342,,,
47343,,,
47344,,,
47346,,,
47347,,,
47348,,,
47349,,,
47350,,,
47351,,,
47359,,,
47360,,,
47361,,,
47362,,,
47363,,,
47364,,,
47365,,,
47366,,,
47367,,,
47368,,,
47369,,,
47370,,,
47371,,,
47372,,,
47373,,,
47374,,,
47375,,,
47376,,,
47377,,,
47378,,,
47379,,,
47380,,,
47381,,,
47382,,,
47383,,,
47384,,,
47385,,,
47386,,,
47387,,,
47389,,,
47390,,,
47391,,,
47392,,,
47393,,,
47394,,,
47395,,,
47396,,,
47397,,,
47398,,,
47399,,,
47400,,,
47401,,,
47402,,,
47403,,,
47404,,,
47405,,,
47406,,,
47407,,,
47408,,,
47409,,,
47410,,,
47411,,,
47412,,,
47413,,,
47414,,,
47416,,,
47417,,,
47421,,,
47422,,,
47424,,,
47415,,,
47419,,,
47426,,,
47448,,,
47449,,,
47451,,,
47457,,,
47458,,,
47459,,,
47434,,,
47435,,,
47436,,,
47437,,,
47438,,,
47439,,,
47447,ASSEMBLY COMMON     ,,
47460,,,
47461,,,
47462,,,
47463,,,
47464,,,
47465,,,
47466,,,
47467,,,
47468,,,
47469,,,
47470,,,
47471,,,
47472,,,
47473,,,
47474,,,
47475,,,
47476,,,
47477,,,
47478,,,
47479,,,
47480,,,
47481,,,
47482,,,
47483,,,
47484,,,
47485,,,
47486,,,
47487,,,
47488,,,
47489,,,
47490,,,
47491,,,
47492,,,
47493,,,
47494,,,
47495,,,
47496,,,
47497,,,
47498,,,
47499,,,
47500,,,
47501,,,
47502,,,
47503,,,
47504,,,
47505,,,
47506,,,
47507,,,
47508,,,
47509,,,
47510,,,
47511,,,
47512,,,
47536,,,
47537,,,
47514,,,
47538,,,
47539,,,
47540,,,
47541,,,
47542,,,
47544,,,
47545,,,
47547,,,
47548,,,
47549,,,
47552,,,
47543,,,
47546,,,
32,PRODUCTION ENGG     ,,ROBO OPERATOR
47550,,,
47551,,,
35,,,
37,,,
38,,,
47320,,,
29413,PRODUCTION,male,
47311,,,
2827,,male,
29410,PRODUCTION,male,
29416,PRODUCTION,male,
29520,PRODUCTION,male,
3219,STORE,male,
3271,ASSEMBLY,male,
47177,HR & ADMIN          ,,
29548,Administration,,
47425,,,
36,,,
29541,Administration,,
47122,,,
47251,,,
1836,HOUSEKEEPING,male,
2836,,male,
2227,SURFACE TREATMENT,male,
2238,ASSEMBLY,male,
47317,,,
47323,,,
47432,,,
47433,,,
47191,,,
47513,,,
12110,PRODUCTION,male,WELDER
29408,PRODUCTION,male,
29409,PRODUCTION,male,
29415,PRODUCTION,male,
1134,ASSEMBLY,male,
1135,ASSEMBLY,male,
1622,ASSEMBLY,male,
2422,SURFACE TREATMENT,male,
29512,PRODUCTION,male,
29518,PRODUCTION,male,
47521,,,
47112,,,
47234,,,
47240,,,
47313,,,
47314,,,
47315,,,
47316,,,
47322,,,
47428,,,
47429,,,
47430,,,
47431,,,
47225,,,
47199,,,
47109,,,
47137,,,
47161,,,
47204,,,
47218,,,
47222,,,
47224,,,
47237,,,
47238,,,
47248,,,
47268,,,
47275,,,
47280,,,
47305,,,
47306,,,
47309,,,
47327,,,
47328,,,
47330,,,
47339,,,
47340,,,
47345,,,
47388,,,
47418,,,
47420,,,
47423,,,
47440,,,
47441,,,
47442,,,
47443,,,
47444,,,
47445,,,
47446,,,
29412,PRODUCTION,male,
29419,PRODUCTION,male,
29420,PRODUCTION,male,
29433,PRODUCTION,male,
29438,PRODUCTION,male,
29481,PRODUCTION,male,
29511,PRODUCTION,male,
51714,,,
51715,,,
51716,,,
51717,,,
51718,,,
51719,,,
2295,MOULDING,male,
2306,ASSEMBLY,male,
734,ASSEMBLY,male,
842,ASSEMBLY,male,
928,SURFACE TREATMENT,male,
947,ASSEMBLY,male,
9573,ASSEMBLY,male,
1849,HOUSEKEEPING,male,
3526,MOULDING,male,
2829,,male,
2830,,male,
2831,,male,
2832,,male,
2833,,male,
2834,,male,
2835,,male,
2318,MOULDING,male,
2229,MOULDING,male,
2274,MOULDING,male,
47142,,,
51741,,,
3512,ASSEMBLY,female,HELPER
1822,HOUSEKEEPING,male,
2231,MOULDING,male,
